ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
9Z9,small_airport,Lawing Airport,475,NA,US,US-AK,Sitka,,,9Z9,9Z9,"60.41109848022461, -149.3699951171875"
A05,small_airport,Dixie US Forest Service Airport,5148,NA,US,US-ID,Taku Harbor,,,KA05,A05,"45.518934, -115.515416"
A13,small_airport,Bold Airport,900,NA,US,US-AK,Port St Joe,,,A13,A13,"61.34130096435547, -148.99899291992188"
A23,seaplane_base,Saginaw Seaplane Base,,NA,US,US-AK,Yakutat,,SGW,A23,A23,"56.886299, -134.158005"
A26,small_airport,Adin Airport,4229,NA,US,US-CA,Tuntutuliak,,,KA26,A26,"41.186491, -120.954499"
A27,seaplane_base,Seldovia Seaplane Base,,NA,US,US-AK,Twin Hills,,,,A27,"59.439335, -151.720805"
A28,small_airport,Fort Bidwell Airport,4602,NA,US,US-CA,Yakutat,,,KA28,A28,"41.876301, -120.147003"
A29,seaplane_base,Sitka Seaplane Base,,NA,US,US-AK,Yakutat,,,A29,A29,"57.052101, -135.345993"
A43,seaplane_base,Taku Harbor Seaplane Base,,NA,US,US-AK,Yakutat,,,A43,A43,"58.069099, -134.014999"
A51,small_airport,Costin Airport,13,NA,US,US-FL,Yankee Creek,,,KA51,A51,"29.75588, -85.288972"
A57,small_airport,Alsek River Airport,30,NA,US,US-AK,Chignik Lake,,,A57,A57,"59.19918, -138.447293"
A61,small_airport,Tuntutuliak Airport,16,NA,US,US-AK,Talkeetna,,WTL,A61,A61,"60.351243, -162.654476"
A63,small_airport,Twin Hills Airport,82,NA,US,US-AK,Big Lake,,TWA,A63,A63,"59.074713, -160.274992"
A67,small_airport,Harlequin Lake Airport,100,NA,US,US-AK,Big Lake,,,,A67,"59.414431, -139.033012"
A68,small_airport,Situk Airport,50,NA,US,US-AK,Deadhorse,,,A68,A68,"59.551601, -139.509003"
A69,small_airport,Tanis Mesa Airport,130,NA,US,US-AK,Anchorage,,,,A69,"59.249712, -138.504853"
A77,small_airport,Yankee Creek 2 Airport,1120,NA,US,US-AK,Palmer,,,A77,A77,"63.0019, -156.367004"
A79,small_airport,Chignik Lake Airport,50,NA,US,US-AK,Anchorage,,KCQ,A79,A79,"56.255001, -158.774994"
AA00,small_airport,Shump Airport,1670,NA,US,US-AK,Big Lake,,,AA00,AA00,"62.51015, -149.926717"
AA01,seaplane_base,West Beaver Seaplane Base,215,NA,US,US-AK,Palmer,,,AA01,AA01,"61.584961, -149.846531"
AA02,seaplane_base,Horseshoe Lake Seaplane Base,140,NA,US,US-AK,Talkeetna,,,AA02,AA02,"61.571481, -149.924111"
AA03,heliport,Central Pad Heliport,10,NA,US,US-AK,Big Lake,,,AA03,AA03,"70.171228, -146.258517"
AA04,heliport,Viking Heliport,72,NA,US,US-AK,Wasilla,,,AA04,AA04,"61.224775, -149.839094"
AA05,small_airport,Shelby Strip,40,NA,US,US-AK,Sitka,,,AA25,AA25,"61.507867, -149.078925"
AA06,small_airport,Sixmile Lake Airport,85,NA,US,US-AK,Sahuarita,,,AA06,AA06,"61.28867, -149.808884"
AA07,heliport,Saddleback Island Heliport,150,NA,US,US-AK,Toolik Field Station,,,AA07,AA07,"61.521791, -149.926633"
AA08,heliport,Alaska Heliworx Heliport,250,NA,US,US-AK,Kenai,,,AA08,AA08,"61.594722, -149.153889"
AA09,small_airport,Busch Creek Airport,3984,NA,US,US-AK,Wasilla,,,AA09,AA09,"62.477547, -147.775972"
AA10,small_airport,Eagles Roost Airport,330,NA,US,US-AK,Delta Junction,,,AA10,AA10,"61.532891, -149.698768"
AA11,seaplane_base,Misty Lake Seaplane Base,350,NA,US,US-AK,Nuiqsut,,,AA11,AA11,"61.550739, -149.676131"
AA12,seaplane_base,Dove Island Lodge Seaplane Base,0,NA,US,US-AK,Houston,,,AA12,AA12,"57.0408333, -135.2955556"
AA13,heliport,Northwest Hospital/Sahuarita Heliport,2831,NA,US,US-AZ,Houston,,,AA13,AA13,"31.95624, -110.985491"
AA14,heliport,Toolik Heliport,2405,NA,US,US-AK,Haines,,,AA14,AA14,"68.628168, -149.589"
AA16,small_airport,Treasure Chest Airport,125,NA,US,US-AK,Kuparuk,,,AA16,AA16,"60.627657, -151.294679"
AA17,heliport,Little Heliport,400,NA,US,US-AK,Juneau,,,AA17,AA17,"61.620977, -149.663822"
AA22,small_airport,Delta Daves Airport,1070,NA,US,US-AK,Deadhorse,,,AA22,AA22,"64.130758, -145.805054"
AA27,heliport,Otp Heliport,38,NA,US,US-AK,Kuparuk,,,PPNU,AA27,"70.414028, -150.018563"
AA30,small_airport,Trio Estates Airport,315,NA,US,US-AK,North Pole,,,AA30,AA30,"61.648189, -149.870831"
AA33,small_airport,Gus Landing,120,NA,US,US-AK,Palmer,,,AA33,AA33,"61.60415, -149.770119"
AA35,heliport,35 Mile Lodge Heliport,690,NA,US,US-AK,Adado,,,AA35,AA35,"59.4375556, -136.2293611"
AA38,heliport,Nikaitchuq Operations Center Heliport,20,NA,US,US-AK,Rothera Point,,,AA38,AA38,"70.4824806, -149.8532333"
AA44,heliport,Barlett Regional Hospital Heliport,296,NA,US,US-AK,Atkamba Mission,,,AA44,AA44,"58.328608, -134.46565"
AA50,small_airport,Point Thomson Sea Ice Airstrip,0,NA,US,US-AK,Arica,,,AA50,AA50,"70.181144, -146.35035"
AA51,heliport,Spy Island Drill-Site Heliport,21,NA,US,US-AK,La Massana,,,AA51,AA51,"70.55625, -149.9105278"
AA76,small_airport,Timber Trails Airport,480,NA,US,US-AK,La Massana,,,AA76,AA76,"64.78001, -147.32769"
AA85,seaplane_base,Walby Lake Seaplane Base,114,NA,US,US-AK,les Escaldes,,,AA85,AA85,"61.616419, -149.221031"
AAD,small_airport,Adado Airport,1001,AF,SO,SO-GA,El Daein,HCAD,AAD,HCAD,,"6.095802, 46.6375"
AAXX,small_airport,Aeródromo de Punto Rothera,,AN,AQ,AQ-U-A,Batha,,,AAXX,,"-67.566941, -68.126993"
ABP,small_airport,Atkamba Airport,150,OC,PG,PG-WPD,Dubai,,ABP,,AKA,"-6.06462, 141.095173"
ACM,small_airport,Arica Airport,316,SA,CO,CO-AMA,Dubai,,ACM,,,"-2.143713, -71.75935"
AD-0001,heliport,Terra Guindaldes Heliport,,EU,AD,AD-04,Dubai,,,,,"42.546257, 1.51916"
AD-0002,closed,Arinsal (Coll de la Botella) Heliport,,EU,AD,AD-04,Jebel Ali,,,,,"42.544983, 1.452258"
AD-ALV,heliport,Andorra la Vella Heliport,3450,EU,AD,AD-08,Al Ghuwaifat,,ALV,,,"42.511227, 1.53365"
ADV,small_airport,El Daein Airport,1560,AF,SD,SD-DE,Al Ghuwaifat,,ADV,,,"11.4023, 26.1186"
AE-0001,small_airport,Batha Airport,257,AS,SA,SA-04,Delma Island,OEBT,,OEBT,,"24.214693, 51.44989"
AE-0002,heliport,Burj al Arab Resort Helipad,689,AS,AE,AE-DU,Dubai,,,,,"25.141327, 55.185496"
AE-0003,small_airport,Skydive Dubai Airport,3,AS,AE,AE-DU,The Palm Jumeirah,,,,,"25.090037, 55.132345"
AE-0004,heliport,Sheikh Sultan Bin Khalifa bin Zayed Al Nahyan Palace Heliport,,AS,AE,AE-DU,The Palm Jumeirah,,,,,"25.122566, 55.174681"
AE-0006,closed,Jebel Ali Seaplane Base,,AS,AE,AE-DU,Dubai,,,,,"24.988967, 55.023796"
AE-0007,heliport,Al Ghuwaifat Border Post Helipad,157,AS,AE,AE-AZ,Abu Dhabi,,,,,"24.120353, 51.600516"
AE-0008,closed,Al Ghuwaifat Customs Post Helipad,161,AS,AE,AE-AZ,Abu Dhabi,,,,,"24.128339, 51.616767"
AE-0009,heliport,Delma Hospital Helipad,17,AS,AE,AE-AZ,Abu Dhabi,,,,,"24.4756, 52.3101"
AE-0010,heliport,Schumacher Heliport,3,AS,AE,AE-DU,Abu Dhabi,,,,,"25.221807, 55.138836"
AE-0011,heliport,Falcon Helitours Palm Jumeirah Heliport,,AS,AE,AE-DU,Al-Yasat,,,,,"25.12763, 55.113517"
AE-0013,heliport,Oceana Palm Jumeirah Helipad,,AS,AE,AE-DU,Al Qaffay,,,,,"25.110083, 55.135169"
AE-0018,heliport,Riyadh Palace Helipad,3,AS,AE,AE-AZ,Abu Dhabi,,,,,"24.894949, 54.860294"
AE-0019,heliport,Dubai Festival City Helipad,,AS,AE,AE-DU,Abu Dhabi,,,,,"25.220765, 55.349227"
AE-0020,heliport,Yas Marina Heliport,,AS,AE,AE-AZ,Abu Dhabi,,,,,"24.468368, 54.609561"
AE-0021,heliport,Yas Marina Circuit Heliport,,AS,AE,AE-AZ,Abu Dhabi,,,,,"24.469136, 54.603443"
AE-0022,heliport,Al Mushrif Palace Helipad,,AS,AE,AE-AZ,Abu Dhabi,,,,,"24.452066, 54.377368"
AE-0023,heliport,Al Forsan Heliport,,AS,AE,AE-AZ,Abu Dhabi,,,,,"24.408318, 54.543228"
AE-0024,small_airport,Upper Yasat Island Airport,,AS,AE,AE-AZ,The Palm Jumeirah,,,,,"24.221075, 52.006719"
AE-0025,heliport,Al Sila Former Hospital Heliport,135,AS,AE,AE-AZ,The Palm Jumeirah,,,,,"24.068301, 51.762519"
AE-0026,small_airport,Al Qaffay Airport,21,AS,AE,AE-AZ,Ajman,OMQF,,OMQF,,"24.58956, 51.727293"
AE-0027,closed,Abu Dhabi Airfield,,AS,AE,AE-AZ,Ajman,,,,,"24.45639, 54.38989"
AE-0028,heliport,Crown Prince Court Helipad 1,,AS,AE,AE-AZ,Umm al-Quwain,,,,,"24.45362, 54.34601"
AE-0029,heliport,Crown Prince Court Helipad 2,,AS,AE,AE-AZ,Al Salamah,,,,,"24.45439, 54.34625"
AE-0030,heliport,Federal National Council Helipad,,AS,AE,AE-AZ,Sharjah,,,,,"24.46258, 54.33235"
AE-0031,heliport,Nation Tower Helipad,,AS,AE,AE-AZ,Sharjah,,,,,"24.463993, 54.327638"
AE-0032,heliport,Sheikh Khalifa Medical City Heliport,,AS,AE,AE-AZ,Sharjah,,,,,"24.47075, 54.3633"
AE-0033,heliport,Paragon Bay Helipad,,AS,AE,AE-AZ,Sharjah,,,,,"24.4898, 54.39109"
AE-0034,heliport,Paragon Bay North Helipad,,AS,AE,AE-AZ,Sharjah,,,,,"24.49421, 54.39376"
AE-0035,heliport,Sea Palace Helipad,,AS,AE,AE-AZ,Sharjah,,,,,"24.46919, 54.41083"
AE-0036,heliport,Qasr al Bahr Heliport,,AS,AE,AE-AZ,Sharjah,,,,,"24.46465, 54.40819"
AE-0037,heliport,Rixos Palm Jumeirah Heliport,,AS,AE,AE-DU,Ajman,,,,,"25.11907, 55.15236"
AE-0038,heliport,Waldorf Astoria Dubai Palm Jumeirah Helipad,,AS,AE,AE-DU,Sharjah,,,,,"25.13335, 55.15038"
AE-0039,heliport,Ajman Heliport,,AS,AE,AE-AJ,Sharjah,,,,,"25.400838, 55.440029"
AE-0040,heliport,Safiya Beach Palace Heliport,,AS,AE,AE-AJ,Sharjah,,,,,"25.424981, 55.471788"
AE-0041,heliport,Umm al-Quwain Government Heliport,23,AS,AE,AE-UQ,Sharjah,,,,,"25.513418, 55.592879"
AE-0042,heliport,Sheikh Khalifa Hall Heliport,26,AS,AE,AE-UQ,Sharjah,,,,,"25.506541, 55.597667"
AE-0043,heliport,Sharjah Government Helipad,,AS,AE,AE-SH,Sharjah,,,,,"25.35626, 55.425642"
AE-0044,heliport,Al Dana Tower Helipad,,AS,AE,AE-SH,Sharjah,,,,,"25.3344, 55.388949"
AE-0045,heliport,Al Batha Tower Helipad,,AS,AE,AE-SH,Sharjah,,,,,"25.334192, 55.389197"
AE-0046,heliport,Gulf Building Helipad,,AS,AE,AE-SH,Sharjah,,,,,"25.335051, 55.38877"
AE-0047,heliport,United Arab Bank Tower Helipad,,AS,AE,AE-SH,Sharjah,,,,,"25.335952, 55.38784"
AE-0048,heliport,Sultaco Building Helipad,,AS,AE,AE-SH,Sharjah,,,,,"25.337221, 55.388855"
AE-0049,heliport,Sharjah Police Heliport,,AS,AE,AE-SH,Sharjah,,,,,"25.325378, 55.462331"
AE-0050,heliport,Ajman Palace Heliport,,AS,AE,AE-AJ,Sharjah,,,,,"25.394986, 55.441451"
AE-0051,heliport,Sharjah Heliport,,AS,AE,AE-SH,Sharjah,,,,,"25.343769, 55.374724"
AE-0052,heliport,Al Saud Building Helipad,,AS,AE,AE-SH,Al Ain City,,,,,"25.363744, 55.391514"
AE-0053,heliport,Al Majarrah Building Helipad,,AS,AE,AE-SH,Al Ain City,,,,,"25.363914, 55.391653"
AE-0054,heliport,Al Falasi Building Helipad,,AS,AE,AE-SH,Al Sarouj,,,,,"25.363779, 55.392614"
AE-0055,heliport,Bel Rasheed Building Helipad,,AS,AE,AE-SH,Al Ain City,,,,,"25.342979, 55.385882"
AE-0056,heliport,Al Ferasa Tower Helipad,,AS,AE,AE-SH,Al Ain City,,,,,"25.342531, 55.386467"
AE-0057,heliport,Golden Tower Helipad,,AS,AE,AE-SH,Al Mu'tarid,,,,,"25.341498, 55.385799"
AE-0058,heliport,Latifa Tower Helipad,,AS,AE,AE-SH,Al Ain City,,,,,"25.338862, 55.386517"
AE-0059,heliport,Ali Al Qubaisi Building Helipad,,AS,AE,AE-SH,Al Mirayar,,,,,"25.338382, 55.387252"
AE-0060,heliport,Saleh bin Lahej Tower Helipad,,AS,AE,AE-SH,Al Mirayar,,,,,"25.337328, 55.38774"
AE-0061,heliport,Crystal Tower Helipad,,AS,AE,AE-SH,Bateen Liwa,,,,,"25.337354, 55.387194"
AE-0062,heliport,Buheira Building Helipad,,AS,AE,AE-SH,Asab,,,,,"25.33234, 55.390495"
AE-0063,heliport,Business Tower Sharjah Helipad,,AS,AE,AE-SH,Asab,,,,,"25.32954, 55.391399"
AE-0064,heliport,Al Majaz Pearl Tower Helipad,,AS,AE,AE-SH,Al Ain City,,,,,"25.329317, 55.391708"
AE-0065,small_airport,Camp Falaj Hazzaa Airfield,,AS,AE,AE-AZ,Al Ain City,,,,,"24.189055, 55.715891"
AE-0066,heliport,Technology College Helipad,,AS,AE,AE-AZ,Al Maqam,,,,,"24.173952, 55.720791"
AE-0067,heliport,Al Sarouj Helipad,,AS,AE,AE-AZ,Al Ain City,,,,,"24.204892, 55.78561"
