client_city,client_country_code,server_city,server_country_code,distance
Stone Mountain,US,Chicago,US,943.203995016
Stone Mountain,US,Dallas,US,1177.7712783543543
Prague,CZ,Stavanger,NO,1135.4977474467012
Fort Liberté,HT,Columbus,US,2492.2663012287767
Auckland,NZ,Athens,GR,17467.95755383525
Prague,CZ,Hamburg,DE,491.09519559404265
Guatemala City,GT,Bogota,CO,2110.1409770946607
Guatemala City,GT,Brussels,BE,9095.94897677186
Bogota,CO,Brussels,BE,8791.261538927958
Zagreb,HR,Dallas,US,8992.346742947208
Montreal,CA,Dallas,US,2438.163885458658
Auckland,NZ,Milan,IT,18476.116513781664
Brisbane,AU,Omaha,US,13654.71738270836
Kyiv,UA,Podgorica,ME,1238.799451159268
Tokyo,JP,Portland,US,7808.789611575462
Kirkfield,CA,Montreal,CA,1837.1027805392216
Toronto,CA,Marseille,FR,6523.741489649232
Dublin,IE,New Delhi,IN,7091.469695751423
Billings,US,Los Angeles,US,1543.111940279636
Miami,US,Marseille,FR,7752.143598928037
Sofia,BG,Lagos,NG,4468.678575610652
Niamey,NE,Portland,US,11446.035202266376
Stone Mountain,US,Macomb,US,938.1772726776754
New York,US,Vancouver,CA,3920.213799163198
Stone Mountain,US,Washington,US,855.1570892806943
Miami,US,Moncton,CA,2642.14337941855
Prague,CZ,London,GB,1036.0466162649725
Niamey,NE,Barcelona,ES,3088.4616299070017
Fort Liberté,HT,Macomb,US,2922.547888064349
Stone Mountain,US,Reisterstown,US,907.9995467841376
Minden,CA,Moncton,CA,1096.799766615785
Mumbai,IN,Omaha,US,13227.708235055004
Tegucigalpa,HN,Madrid,ES,8463.020117804006
Denver,US,Reisterstown,US,2400.2480406585864
Port-au-Prince,HT,Reisterstown,US,2357.783190316091
San Jose,US,Charlestown,US,4318.470330450144
Yangon,MM,Seattle,US,11910.269992385212
Abakaliki,NG,Athens,GR,3845.2895129526814
Tokyo,JP,Stavanger,NO,8688.500791285769
Athens,GR,Chicago,US,8771.243005116903
Fortaleza,BR,Dublin,IE,7006.27030466394
London,GB,Los Angeles,US,8779.396248891984
San Jose,US,Macomb,US,2712.769274292033
Markham,CA,Vancouver,CA,3364.8815628277066
Basse-Terre,GP,Amsterdam,NL,7027.648964461536
Toronto,CA,Los Angeles,US,3512.8383350690588
Buenos Aires,AR,Lima,PE,3129.861668515749
Seattle,US,Monterrey,MX,3107.0789101783653
Tegucigalpa,HN,Stavanger,NO,8841.315148610713
Berlin,DE,Turin,IT,927.6380326957446
Zagreb,HR,Warsaw,PL,802.5327733297257
Georgetown,GY,Sydney,AU,15763.495584409431
Amsterdam,NL,Stavanger,NO,736.3756068537891
Los Angeles,US,St. Charles,US,2543.1774115824887
Athens,GR,Hamburg,DE,2025.1825872363936
N'Djamena,TD,Paris,FR,4240.609155625199
Calgary,CA,New York,US,3274.154330479588
Portland,US,Montreal,CA,3773.46288534851
Bucharest,RO,Warsaw,PL,945.1281353467118
Lilongwe,MW,New York,US,12499.977340336623
Sandusky,US,Montreal,CA,865.5630101465849
Phoenix,US,Reisterstown,US,3205.1846222987024
Athens,GR,San Francisco Bay Area,US,10931.238915785583
Billings,US,San Francisco Bay Area,US,1455.05933722106
Denver,US,Sao Paulo,BR,9252.984664715645
Accra,GH,Toronto,CA,8715.75363603788
Brisbane,AU,Brisbane,AU,0.0
Sao Paulo,BR,Rio de Janeiro,BR,357.9388548053109
Quito,EC,Buenos Aires (Ezeiza),AR,4343.409569237531
Kinshasa,CD,Amsterdam,NL,6359.459768692093
Kinshasa,CD,Cape Town,ZA,3293.293743776695
Kinshasa,CD,Otopeni,RO,5518.472051501981
Kinshasa,CD,Rome,IT,5125.700317058664
Marcory,CI,Lisbon,PT,3735.437141939364
Marcory,CI,Cape Town,ZA,4942.463830380264
Santiago,CL,Buenos Aires (Ezeiza),AR,1134.728605835542
Yaounde,CM,"Paris (Roissy-en-France, Val-d'Oise)",FR,5061.737445007105
Portland,US,New York,US,3940.4094405434375
Yaounde,CM,"Marignane, Bouches-du-Rhône",FR,4425.112380462786
Bogota,CO,Buenos Aires (Ezeiza),AR,4651.906996278495
Monrovia,LR,New York,US,7300.777682284072
Monrovia,LR,"Marignane, Bouches-du-Rhône",FR,4400.184305610774
Port-au-Prince,HT,Dulles,US,2316.773843027824
Tegucigalpa,HN,San Francisco Bay Area,US,4351.475405161715
Saipan,MP,Singapore,SG,4856.580741101567
Niamey,NE,"Marignane, Bouches-du-Rhône",FR,3327.35017209742
Niamey,NE,"Paris (Roissy-en-France, Val-d'Oise)",FR,3919.0636340959272
Kigali,RW,Cape Town,ZA,3740.867252625385
Auckland,NZ,Salt Lake City,US,11385.345043251324
Muscat,OM,"Marignane, Bouches-du-Rhône",FR,5316.651344804989
Panama,PA,Buenos Aires (Ezeiza),AR,5312.152119186755
Panama,PA,Sao Paulo,BR,5075.554209929379
Panama,PA,Santiago,CL,4786.691876202347
Panama,PA,Lima,PE,2342.1648872037404
Lima,PE,Buenos Aires (Ezeiza),AR,3127.546175285038
Juba,SS,Cape Town,ZA,4507.349370607288
N'Djamena,TD,"Paris (Roissy-en-France, Val-d'Oise)",FR,4240.644943780386
N'Djamena,TD,Cape Town,ZA,5106.678063944335
San Jose,US,"Paris (Roissy-en-France, Val-d'Oise)",FR,8992.260872457147
Atlanta,US,Duesseldorf,DE,7246.224754905314
Atlanta,US,Phoenix,US,2558.2481353096528
Cleveland,US,Memphis,US,1011.4962180847032
Cleveland,US,Nashville,US,736.7381942008061
Dallas,US,Kansas City,US,730.1378730820751
Salt Lake City,US,Frankfurt am Main,DE,8395.154175025844
Salt Lake City,US,Phoenix,US,799.7876925129721
Caracas,VE,Buenos Aires (Ezeiza),AR,5070.564184912327
Mamoudzou,YT,Cape Town,ZA,3583.390828187119
Tokyo,JP,Sofia,BG,9199.076583052483
Antananarivo,MG,Sofia,BG,7258.845962902638
Maputo,MZ,Antananarivo,MG,1721.6983510278894
London,GB,Buenos Aires,AR,11101.631009736857
Manila,PH,Amsterdam,NL,10404.543656321504
Accra,GH,Melbourne,AU,14998.218407960609
Brisbane,AU,Dallas,US,13396.555448177032
Aden,YE,Brussels,BE,5589.902033178033
Quito,EC,Florianopolis,BR,4405.374465264986
Kinshasa,CD,Maputo,MZ,3016.9989241439084
Brisbane,AU,Tokyo,JP,7128.132003287326
Dhaka,BD,New Delhi,IN,1423.7974027937903
Budapest,HU,Omaha,US,8282.268645531616
Dublin,IE,Omaha,US,6460.916135050775
Ulan Bator,MN,Omaha,US,9869.824690043022
Singapore,SG,Omaha,US,14885.037478543649
Seoul,KR,Seoul,KR,0.0
Copenhagen,DK,Prague,CZ,634.8164909210675
Harare,ZW,Antananarivo,MG,1744.3537538955943
Yenagoa,NG,Barcelona,ES,4058.818663147338
Sandusky,US,Toronto,CA,373.6339084644109
Athens,GR,Warsaw,PL,1597.2662530606715
Brisbane,AU,Charlestown,US,15724.5903335108
Honolulu,US,Las Vegas,US,4431.18697068938
Portland,US,London,GB,7927.105390462346
Harare,ZW,Manila,PH,10496.523487803825
Brisbane,AU,Milan,IT,16258.483143946229
Niamey,NE,Nairobi,KE,4164.363153852173
Seoul,KR,Omaha,US,10244.233278241489
Belgrade,RS,Omaha,US,8571.866979857328
Belgrade,RS,Podgorica,ME,281.0578124524486
Bogota,CO,Buenos Aires,AR,4652.6145053536775
Brisbane,AU,Madrid,ES,17445.769582398996
Sofia,BG,Tokyo,JP,9199.076583052483
Halifax,CA,Dallas,US,3142.635302114186
Manila,PH,Denver,US,12349.68991061332
Athens,GR,Lisbon,PT,2858.299899464901
Brisbane,AU,London,GB,16522.13264339427
Lagos,NG,Los Angeles,US,12438.034399180047
Phoenix,US,Omaha,US,1652.4184089547743
Ulan Bator,MN,Hong Kong Island,HK,2917.8533609684764
Aden,YE,Omaha,US,12814.836751763276
Antananarivo,MG,Dallas,US,16154.52518391254
Sandusky,US,London,GB,6095.10000939193
Sofia,BG,Marseille,FR,1462.556848028427
Los Angeles,US,Winnipeg,CA,2467.273287027495
Seattle,US,Stockholm,SE,7613.372718852458
Freetown,SL,Amsterdam,NL,5138.025660085319
Quito,EC,Buenos Aires,AR,4344.976658404856
Paris,FR,Los Angeles,US,9110.059664753237
Calgary,CA,Los Angeles,US,1913.9033180721617
Bogota,CO,Warsaw,PL,9943.087683036814
Stockholm,SE,London,GB,1435.7036263324042
Hobart,AU,Wellington,NZ,2268.191171912022
Lisbon,PT,Hamburg,DE,2200.876467730291
Brisbane,AU,Seattle,US,11833.950629040914
Budapest,HU,Dallas,US,9055.82497311165
Redmond,US,Dallas,US,2696.3432460499207
Brisbane,AU,Dublin,IE,16666.829796244045
Minneapolis,US,Las Vegas,US,2089.7468837971296
Brisbane,AU,Charleston,US,14939.131253798783
Brisbane,AU,St. Charles,US,14081.6655323478
St John's,AG,Santiago,CL,5672.40178107397
New York,US,Sao Paulo,BR,7652.8644536571055
Brisbane,AU,Miami,US,14766.039425858164
Brisbane,AU,Paris,FR,16555.2526526437
Atlanta,US,Amsterdam,NL,7077.167745781479
Doha,QA,Paris,FR,4978.451950797358
Madrid,ES,Seattle,US,8531.049498886705
Milan,IT,Barcelona,ES,725.9904075332371
Nuku'alofa,TO,Omaha,US,10672.129662717693
Tirana,AL,Omaha,US,8816.960988893807
Mexico City,MX,Brussels,BE,9260.706089483278
Sofia,BG,Chicago,US,8379.625880189375
Bogota,CO,Dallas,US,3902.3781432988735
Brisbane,AU,Prague,CZ,15712.8930794404
Dallas,US,Doha,QA,12756.59821584604
Dili,TL,Singapore,SG,2651.1392921744787
Hobart,AU,Perth,AU,3014.9973319593314
Lusaka,ZM,Antananarivo,MG,2082.138205756339
Mexico City,MX,Calgary,CA,3745.776047337727
Brisbane,AU,Chicago,US,14355.183865747304
London,GB,Columbus,US,6220.01212773812
Mexico City,MX,Columbus,US,2752.521938987285
Portland,US,Dublin,IE,7499.7697052461135
Accra,GH,Las Vegas,US,11846.989087766546
Chisinau,MD,Warsaw,PL,808.4284461585465
Redmond,US,Omaha,US,2180.59516043893
Tirana,AL,Belgrade,RS,391.2505538841683
Réunion,RE,Antananarivo,MG,858.0239793904722
Buenos Aires,AR,Seattle,US,11109.706309530053
Regina,CA,Dallas,US,2064.679242549946
Sao Paulo,BR,Dallas,US,8197.698073619847
Lisbon,PT,Milan,IT,1686.1856637343678
Nicosia,CY,Milan,IT,2337.984547391514
Charlotte Amalie,VI,Sandusky,US,3069.215748249224
Billings,US,Amsterdam,NL,7419.528748805673
Trenton,CA,Montreal,CA,353.88657109936173
St John's,AG,Omaha,US,4222.566251581859
Gustavia,BL,Omaha,US,4086.4554122470768
Brisbane,AU,Seoul,KR,7695.865307501885
Stockholm,SE,Paris,FR,1545.8936274283087
Athens,GR,Omaha,US,9317.18096266375
Melbourne,AU,Stockholm,SE,15588.272254992746
Yenagoa,NG,Athens,GR,4066.93630189268
Tirana,AL,Athens,GR,500.2213900614343
Amsterdam,NL,Berlin,DE,578.6101067951125
Gustavia,BL,Dallas,US,3768.929541458372
Brisbane,AU,Frankfurt,DE,16088.257014930388
Yenagoa,NG,Frankfurt,DE,5013.49736838271
Brisbane,AU,Montreal,CA,15470.307489000115
Brisbane,AU,San Francisco Bay Area,US,11381.704511047685
Amsterdam,NL,Zurich,CH,614.4835913731145
Lisbon,PT,New York,US,5430.609682882959
Hobart,AU,Adelaide,AU,1161.534073965368
Dhaka,BD,Mumbai,IN,1886.3436608058355
Stockholm,SE,Zurich,CH,1470.0429289365704
Madrid,ES,"Marignane, Bouches-du-Rhône",FR,810.9257781728262
Bogota,CO,New York,US,3985.714043388045
Fortaleza,BR,Tampa,US,5868.954077317471
Fortaleza,BR,"Paris (Roissy-en-France, Val-d'Oise)",FR,7038.011698503956
Calgary,CA,Denver,US,1443.669910694857
Montreal,CA,Dulles,US,794.247811430345
Regina,CA,Miami,US,3441.7558407999145
Regina,CA,Dulles,US,2481.5609182887224
London,GB,"Paris (Roissy-en-France, Val-d'Oise)",FR,343.8321589967304
Halifax,CA,Dulles,US,1310.586251258799
Marcory,CI,Lagos,NG,826.6848866687658
Yaounde,CM,Madrid,ES,4327.162495229497
Monrovia,LR,Barcelona,ES,4093.148931738645
Monrovia,LR,Madrid,ES,3843.573402660504
Monrovia,LR,"Paris (Roissy-en-France, Val-d'Oise)",FR,4876.124480203604
Riga,LV,Vienna,AT,1103.215884801922
Guatemala City,GT,Dulles,US,2984.221947286458
Georgetown,GY,Fortaleza,BR,2472.344449933955
Georgetown,GY,Atlanta,US,4028.2240283251977
Georgetown,GY,Sao Paulo,BR,3583.729204947956
Tegucigalpa,HN,Dulles,US,2916.59268555574
Mexico City,MX,Guatemala City,GT,1059.5564972044538
Berlin,DE,Duesseldorf,DE,478.515270761279
Warsaw,PL,Vienna,AT,556.2733036845943
San Juan,PR,Atlanta,US,2496.346846781574
Kigali,RW,Lisbon,PT,6031.324559480993
Khartoum,SD,Cape Town,ZA,5681.662123525764
Juba,SS,London,GB,5948.025026407025
Amman,JO,Spata-Artemida,GR,1280.787571193771
N'Djamena,TD,Johannesburg,ZA,4465.958206318664
Minneapolis,US,Dulles,US,1467.6018727351468
Minneapolis,US,Newark,US,1626.026734516972
Minneapolis,US,Amsterdam,NL,6703.502218343417
Dallas,US,Phoenix,US,1430.2789223101065
Dallas,US,Frankfurt am Main,DE,8271.883192796138
Dallas,US,Zurich,CH,8428.775712051134
Dallas,US,Vienna,AT,8851.136669393693
Dallas,US,Tallahassee,US,1214.456809376144
Phoenix,US,Seattle,US,1780.8747234861405
Miami,US,Warsaw,PL,8502.302631046194
Miami,US,Dulles,US,1484.4081837617969
Atlanta,US,Lisbon,PT,6595.491207950752
Atlanta,US,Riga,LV,7939.557290082239
San Jose,US,Dallas-Fort Worth,US,2306.8500636730955
Atlanta,US,Zurich,CH,7543.023819737534
Ashburn,US,Atlanta,US,853.9600115237614
Atlanta,US,Frankfurt am Main,DE,7420.1660086141055
San Jose,US,Dulles,US,3858.429514791182
San Jose,US,Phoenix,US,977.2475482618402
Harare,ZW,Madrid,ES,7384.275774558938
San Jose,US,Houston,US,2584.669107203564
Chicago,US,Kansas City,US,655.375501370847
Chicago,US,"Paris (Roissy-en-France, Val-d'Oise)",FR,6675.342920230824
Denver,US,Dulles,US,2356.325387214455
Salt Lake City,US,"Paris (Roissy-en-France, Val-d'Oise)",FR,8175.168160528015
Caracas,VE,Sao Paulo,BR,4363.786382342184
Dhaka,BD,Chennai,IN,1589.728571986581
Buenos Aires,AR,Hamburg,DE,11769.611107976025
Amsterdam,NL,Sofia,BG,1747.04606439111
Nassau,BS,Tokyo,JP,12238.088146472435
Yangon,MM,Tokyo,JP,4781.02998962973
Montreal,CA,Charleston,US,1512.6855077071805
Montreal,CA,Charlestown,US,401.57315068638735
Milan,IT,Charleston,US,7437.502358492637
Gaborone,BW,Florianopolis,BR,7335.841712937422
Georgetown,GY,Lima,PE,2952.8934044530224
London,GB,Toronto,CA,5722.119432252611
Mexico City,MX,Charlestown,US,3665.053104961571
Accra,GH,Chicago,US,9394.372557478791
Santo Domingo,DO,Chicago,US,3091.4162354904915
Montreal,CA,Chicago,US,1207.953325478021
Mexico City,MX,Washington,US,3030.95156080374
Winnipeg,CA,Washington,US,2004.2926649837989
Denver,US,Macomb,US,1211.3594446944098
Salt Lake City,US,Reisterstown,US,2977.254506960993
Phoenix,US,Washington,US,3187.552381519
Madrid,ES,Columbus,US,6501.579657044403
Buenos Aires,AR,Johannesburg,ZA,8103.017297037402
Porto-Novo,BJ,Madrid,ES,3809.715767268651
Gaborone,BW,Antananarivo,MG,2321.218574478636
Sarajevo,BA,Podgorica,ME,171.72155583184303
Accra,GH,Dallas,US,10293.12436611352
Port-au-Prince,HT,Macomb,US,2998.1055103260123
Zagreb,HR,Athens,GR,1080.4401343915683
Santiago,CL,Johannesburg,ZA,9193.330123872607
Athens,GR,Dublin,IE,2859.587911215328
Milan,IT,Los Angeles,US,9739.780861731986
Tallinn,EE,Washington,US,6979.933800776805
Vilnius,LT,Barcelona,ES,2251.604202637125
Nairobi,KE,Tel Aviv,IL,3699.785736516143
Manila,PH,New Delhi,IN,4759.593235791303
Portland,US,Miami,US,4354.082805852725
Singapore,SG,Chicago,US,15089.699160235969
Budapest,HU,Chicago,US,7771.627269897656
Paris,FR,Warsaw,PL,1370.4633551954769
Accra,GH,Reisterstown,US,8471.739009793917
Gaborone,BW,Santiago,CL,9108.225652410294
Montreal,CA,London,GB,5235.413388836619
Sandusky,US,Miami,US,1752.3941388283515
Sarajevo,BA,Omaha,US,8534.911229559531
St John's,AG,Miami,US,2128.421443394852
Fredericton,CA,Vancouver,CA,4161.168903065029
Bogota,CO,Vancouver,CA,6747.886865941888
Abakaliki,NG,Barcelona,ES,3928.105090742243
Billings,US,Portland,US,1097.5722020869562
Toronto,CA,Osaka,JP,10629.84264876123
Yangon,MM,Taipei,TW,2789.782512802827
St. John's,CA,New York,US,1844.8085033835184
Port-au-Prince,HT,New York,US,2460.280254064577
Sofia,BG,Montreal,CA,7251.442434890993
Kuala Lumpur,MY,Sao Paulo,BR,15940.03552498332
Berlin,DE,San Francisco Bay Area,US,9131.110874596976
Bogota,CO,Frankfurt,DE,9091.835442631042
Portland,US,San Francisco Bay Area,US,864.4265929651613
Warsaw,PL,New York,US,6869.613279562081
Sandusky,US,New York,US,742.0998488931933
Denver,US,Montreal,CA,2628.408613734411
Sarajevo,BA,Sofia,BG,418.6420317756388
Dhaka,BD,Chattogram (Chittagong),BD,213.6711995752844
Sofia,BG,Vienna,AT,818.1913837147212
Rome,IT,Frankfurt,DE,959.3218950788752
Fortaleza,BR,Zurich,CH,7287.25377903825
Sao Paulo,BR,"Paris (Roissy-en-France, Val-d'Oise)",FR,9378.330208338384
Calgary,CA,Dulles,US,3141.848546900751
Portland,US,Omaha,US,2195.532916712801
Athens,GR,Vienna,AT,1282.6012858948247
Astana,KZ,Sofia,BG,3710.559117121871
Andorra la Vella,AD,Madrid,ES,492.3326274732561
Podgorica,ME,Sofia,BG,334.4500838794881
Valletta,MT,Vienna,AT,1375.8579328367343
Manila,PH,Osaka,JP,2660.9505285390737
Buenos Aires,AR,Rio de Janeiro,BR,1964.346774646058
Buenos Aires,AR,Newark,US,8496.280339013832
Bucharest,RO,Vienna,AT,858.0620810266919
Belgrade,RS,Sofia,BG,329.6593322588071
Muscat,OM,Singapore,SG,5462.047456253802
N'Djamena,TD,Lisbon,PT,3796.1558408228966
Port of Spain,TT,Santiago,CL,4976.008867592021
Port of Spain,TT,Frankfurt am Main,DE,7694.97380156337
Lima,PE,Newark,US,5851.162798503638
Dallas,US,Houston,US,358.3346038908576
Dallas,US,"Paris (Roissy-en-France, Val-d'Oise)",FR,7949.076275448465
Dallas,US,Lisbon,PT,7638.301914800038
Dallas,US,Newark,US,2192.7982671329146
Denver,US,Newark,US,2601.397147011112
Salt Lake City,US,Buffalo,US,2740.1363623934776
Seattle,US,Frankfurt am Main,DE,8202.650451010615
Chicago,US,Duesseldorf,DE,6809.773787454053
Accra,GH,"Colombier-Saugnieu, Rhône",FR,4481.763909621737
Abakaliki,NG,"Colombier-Saugnieu, Rhône",FR,4375.726366373008
Yenagoa,NG,"Colombier-Saugnieu, Rhône",FR,4522.089192345249
Lagos,NG,"Colombier-Saugnieu, Rhône",FR,4354.8397619252855
Accra,GH,"Manchester, Greater Manchester",GB,5317.856767256559
Lagos,NG,"Manchester, Greater Manchester",GB,5239.049589655896
Aden,YE,Djibouti City,DJ,245.31866067409385
Lusaka,ZM,Djibouti City,DJ,3406.3880889841475
Harare,ZW,Djibouti City,DJ,3514.688642360248
London,GB,"Manchester, Greater Manchester",GB,262.22896826493945
Tegucigalpa,HN,"Manchester, Greater Manchester",GB,8427.892096936106
Minneapolis,US,"Manchester, Greater Manchester",GB,6236.287435908019
Atlanta,US,"Manchester, Greater Manchester",GB,6583.568367846112
Santiago,CL,"Manchester, Greater Manchester",GB,11660.46869029609
Adelaide,AU,Melbourne,AU,654.5040983937286
Adelaide Hills,AU,Melbourne,AU,638.1936130228596
Albion Park Rail,AU,Sydney,AU,85.62714307106403
Ashland,US,Washington,US,3906.607096367884
Atalaia do Norte Municipality,BR,Bogota,CO,1093.1389290974844
Athens,US,Dallas,US,1252.4678183199887
Atlantic Mine,US,Minneapolis,US,430.3523855503652
Avellaneda,AR,Buenos Aires,AR,6.651941093097872
Bandele,YT,Antananarivo,MG,709.1098494738745
Banjul,GM,Lagos,NG,2320.2832284595625
Barre,US,Montreal,CA,168.1966809763541
Bartlett,US,St. Charles,US,400.0926555735086
Barton City,US,Toronto,CA,354.0268173209512
Bastrop,US,Dallas,US,301.96819670992284
Beaver Dam,US,St. Charles,US,537.9117249169974
Bellangry,AU,Sydney (Mascot),AU,310.9402255541494
Bellefonte,US,Washington,US,232.2517212608187
Belleville,CA,Newark,US,464.64920584164014
Benjamin Constant Municipality,BR,Bogota,CO,1100.7665486690437
Benton,US,Miami,US,1536.4291565647975
Biggenden,AU,Sydney,AU,929.867675467848
Bloomsburg,US,Dallas,US,2019.7854417061744
Boyland,AU,Sydney,AU,682.8233937064754
Brainard,US,San Francisco Bay Area,US,368.9430979491054
Brasileia,BR,Lima,PE,911.671485029147
Brownsville,US,Washington,US,2386.859574931502
Bryceville,US,Charleston,US,328.1215328687438
Caledon,CA,Toronto,CA,42.062624787517386
Calhoun,US,Dallas,US,1112.648562120946
Cameron Park,US,Newark,US,3973.774400040753
Canungra,AU,Sydney,AU,672.2253725405187
Carlton,US,Minneapolis,US,200.0171634294478
Catawissa,US,Dallas,US,2017.5608728221007
Cavan,CA,Toronto,CA,88.650392953646
Ceduna,AU,Melbourne,AU,1208.5320690383387
Cheshunt,AU,Melbourne,AU,170.7570051137758
Chesney Vale,AU,Melbourne,AU,183.5073672388545
Chinchilla,AU,Sydney,AU,790.8802251895323
Clanton,US,Dallas,US,949.516214126092
Clare,AU,Melbourne,AU,724.7505857377561
Clifton Grove,AU,Sydney,AU,202.24335254314963
Clifton Springs,AU,Melbourne,AU,50.90496340143967
Clintonvale,AU,Sydney,AU,645.7597248951898
Clymer,US,Toronto,CA,192.31279670729035
Coari,BR,Bogota,CO,1556.8840135883331
Cobleskill,US,Dallas,US,2239.5938321348
Cohuna,AU,Melbourne,AU,232.2702992478028
Cooroy Mountain,AU,Sydney,AU,841.3214035824919
Corrigin,AU,Perth,AU,194.7743362654748
Covington,US,Washington,US,649.9798863813693
Creemore,CA,Toronto,CA,87.76782669953096
Croydon,AU,Sydney,AU,1932.898205830208
Cuddebackville,US,Washington,US,351.43307113044614
Curra,AU,Sydney,AU,874.4962743412078
Curwensville,US,Washington,US,263.6178807168318
Dawson,US,Atlanta,US,220.6261493269064
Daylesford,AU,Melbourne,AU,89.18935414474979
Dedham,US,Charlestown,US,17.41564232065484
Delaware,US,Newark,US,755.7651993205775
Dhaka,BD,Chennai,IN,1589.7285719865808
Diamond Point,US,Montreal,CA,225.7603513508971
Durham,CA,Montreal,CA,54.36083240449938
Durras North,AU,Sydney,AU,212.7893512718561
Dushore,US,Dallas,US,2044.8672020606373
East Baldwin,US,Charlestown,US,164.71360114290263
East Barre,US,Montreal,CA,173.9369011715722
Elmira,US,Dallas,US,2038.0469516505248
Ennismore,CA,Toronto,CA,105.83641352082284
Enosburg Falls,US,Montreal,CA,89.53947244753532
Evansville,US,Washington,US,923.272110534228
Exeter,AU,Melbourne,AU,668.1679480228776
Eyota,US,Minneapolis,US,136.2323537871642
Fall River Mills,US,San Francisco Bay Area,US,370.66488827123607
Flat Rock,US,Lorain,US,116.28409078482473
Fort Ann,US,Charlestown,US,229.15865926060664
Franklin,US,Charlestown,US,1538.311958025407
Gibb,AU,Perth,AU,2043.174165737616
Godfrey,CA,Newark,US,471.2931954464856
Gooderham,CA,Toronto,CA,151.846138457479
Gordon,AU,Sydney,AU,13.127904767457403
Gormandale,AU,Melbourne,AU,161.92310713706075
Grafton,US,St. Charles,US,1636.9677609668945
Grass Valley,US,San Francisco Bay Area,US,202.5013950517653
Greater Napanee,CA,Newark,US,453.26710387176826
Green River,US,Salt Lake City,US,222.06541410273385
Greer,US,Atlanta,US,239.7314981643732
Grenville,AU,Melbourne,AU,92.98325272922834
Grose Wold,AU,Sydney,AU,56.804926225575656
Groton,US,Charlestown,US,48.69905128031315
Gundaroo,AU,Sydney,AU,219.2300218771497
Hagåtña,GU,Narita,JP,2509.99827525883
Haliburton,CA,Moncton,CA,71.5117735265674
Havelock,CA,Montreal,CA,53.78284715983897
Helena,US,Dallas,US,2007.677096822738
Hermann,US,Washington,US,1251.5708099251
Highland,US,St. Charles,US,2435.612146142263
Hollidaysburg,US,Washington,US,206.4018709275336
Homer,US,Vancouver,CA,2152.5240457100813
Hop Bottom,US,Dallas,US,2101.464766504216
Hume,US,Charleston,US,1049.4728347737343
Indian River,CA,Moncton,CA,91.87008182891446
Jamestown,AU,Melbourne,AU,770.4300899678728
Jasper,US,Dallas,US,1084.7966783125244
Jimboomba,AU,Sydney,AU,691.3691198776625
Junction View,AU,Sydney,AU,678.0075411123506
Jutaí Municipality,BR,Bogota,CO,1158.8638774856486
Kalgoorlie,AU,Perth,AU,549.8800030525822
Kalispell,US,Calgary,CA,315.8422375539976
Kariba,ZW,Johannesburg,ZA,1075.498137779466
Kasempa,ZM,Johannesburg,ZA,1430.1957967662538
Keene,US,Charlestown,US,119.70218826765898
Kenora,CA,Winnipeg,CA,192.05939577278247
Kirkfield,CA,Winnipeg,CA,10.073662941208712
Komoka,CA,Lorain,US,178.26712689490552
Kununurra,AU,Perth,AU,2216.7594271641574
Laceyville,US,Dallas,US,2068.414077887635
Lanark,CA,Moncton,CA,225.6157361987247
Leeper,US,Washington,US,336.0826098480141
Lewisburg,US,Dallas,US,965.8828290595084
Liberty,US,Washington,US,1504.1528029149076
Little Meadows,US,Dallas,US,2085.182973275362
Livermore,US,Newark,US,4073.897937162064
Ljubljana,SI,Milan,IT,418.5743063933106
Logan Village,AU,Sydney,AU,700.3346770832092
Longyearbyen,SJ,Helsinki,FI,2040.984248860952
Luray,US,Dulles,US,94.09407512930214
Maddingley,AU,Melbourne,AU,49.62748839306141
Manchester,US,Newark,US,338.09602901841413
Manchester Center,US,Charlestown,US,185.81376156263465
Mansfield,AU,Melbourne,AU,130.64349799483853
Marble,US,Minneapolis,US,262.0002736813769
Marechal Thaumaturgo Municipality,BR,Lima,PE,578.4844679717131
Marree,AU,Melbourne,AU,1107.982129393588
Marshall,US,Washington,US,1716.5215881611364
Marulan,AU,Sydney,AU,144.40047053889674
Maryborough,AU,Melbourne,AU,1544.9675606694984
Maxville,CA,Montreal,CA,104.21719615993582
Maysville,US,Charleston,US,733.1782302501092
McMurdo Station,AQ,Wellington,NZ,4088.992570759219
Middleburg,US,Charleston,US,357.5366851731041
Milan,US,Macomb,US,109.4577866328683
Milanville,US,Dallas,US,2154.714950265229
Millbrook,CA,Toronto,CA,87.13259800533302
Millburn,US,Newark,US,12.904496499248598
Millington,US,Washington,US,1210.2112503359067
Millville,US,Washington,US,177.8164116943375
Milton,US,Seattle,US,3491.267838066304
Montrose,US,Washington,US,2671.082149269374
Morgan,US,Minneapolis,US,144.7654987127291
Mount Albert,CA,Toronto,CA,44.21402663790296
Mount Brydges,CA,Lorain,US,172.77597892250753
Mount Marshall,AU,Perth,AU,264.4902003377692
Mountain City,US,Dallas,US,323.6628928364464
Mountain Grove,CA,Newark,US,496.409850215818
Muncy,US,Dallas,US,2001.781041625684
New Boston,US,Dallas,US,231.5189219961612
New Glasgow,CA,Moncton,CA,175.65891928647324
New York City,US,New York,US,7.154062640981953
Newman,AU,Perth,AU,1026.6960279042955
Noojee,AU,Melbourne,AU,86.41901559638198
North Adams,US,Charlestown,US,172.1978130277095
